title,job_url_direct,company,company_industry,location,job_type,id,site,job_url,date_posted,is_remote,company_url_direct,lat,lon,_no_link_,lat_prev,lon_prev,location_refined,geo_source,geocode_confidence
Full-Stack Developer - Mission Operations Segment,https://constellr.recruitee.com/o/full-stack-developer-mission-operations-segment?source=Indeed,ConstellR,,"Berlin, BE, DE",fulltime,in-f862f1e5fdba8eb4,indeed,https://de.indeed.com/viewjob?jk=f862f1e5fdba8eb4,2025-10-17,True,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Tools Developer - Hole.io,https://jobs.ashbyhq.com/voodoo/8269ba42-f4ea-4eae-acf5-b81e31c8add4?utm_source=nedy21l72a,Voodoo,,"Berlin, BE, DE",fulltime,in-1d18a3735a2ad24e,indeed,https://de.indeed.com/viewjob?jk=1d18a3735a2ad24e,2025-10-17,True,http://www.voodoo.io,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Backend Engineer (m/f/x),http://de.indeed.com/job/backend-engineer-mfx-f96740ad6076047e,VERBI Software GmbH,,"Berlin, BE, DE",fulltime,in-f96740ad6076047e,indeed,https://de.indeed.com/viewjob?jk=f96740ad6076047e,2025-10-17,True,https://www.maxqda.com/,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
DevOps Engineer (f/m/d) - SAP Sovereign Cloud,https://jobs.sap.com/job/Berlin-DevOps-Engineer-%28fmd%29-SAP-Sovereign-Cloud-10557/1143784001/?feedId=118200&utm_source=Indeed&utm_campaign=SAP_Indeed,SAP,Internet And Software,"Berlin, BE, DE",fulltime,in-9341181575bfd75e,indeed,https://de.indeed.com/viewjob?jk=9341181575bfd75e,2025-10-16,False,http://jobs.sap.com,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Customer Reliability Engineer,https://t.gohiring.com/h/63a67b373b59d349078ec087c15519cdd65c7ee9b7f6d4e9ee4faabb4e9a0224?source=Indeed,deepset GmbH,,"Berlin, BE, DE",fulltime,in-fec99f9714761b4f,indeed,https://de.indeed.com/viewjob?jk=fec99f9714761b4f,2025-10-16,True,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Staff Database Administrator,https://grnh.se/dp8mqnin1us,Wikimedia Foundation,,"Berlin, BE, DE",,in-f7bab2d18747fca1,indeed,https://de.indeed.com/viewjob?jk=f7bab2d18747fca1,2025-10-15,True,http://www.wikimediafoundation.org,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
"Senior Software Entwickler (m/w/d) – PHP, Python, API’s, Pimcore",https://www.karriere.fichtner.de/stellenportal/senior-software-developer-php-python-apis-pimcore,Fichtner GmbH & Co. KG,,"Berlin, BE, DE",,in-ba02e439d19b7e63,indeed,https://de.indeed.com/viewjob?jk=ba02e439d19b7e63,2025-10-15,False,https://www.fichtner.de,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Senior Data Scientist (all genders) in Berlin,https://grnh.se/am64sykh4us,Ridedott,Auto,"Berlin, BE, DE",fulltime,in-af4ad6e4a84706d3,indeed,https://de.indeed.com/viewjob?jk=af4ad6e4a84706d3,2025-10-15,True,https://ridedott.com,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Cloud Support Associate (German & English speaking),https://www.amazon.jobs/jobs/3079442/cloud-support-associate-german--english-speaking?cmpid=DA_INAD200785B,Amazon Web Services,,"Berlin, BE, DE",fulltime,in-2e1ec31b2b977d70,indeed,https://de.indeed.com/viewjob?jk=2e1ec31b2b977d70,2025-09-10,False,https://aws.amazon.com/careers/why-aws/,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Senior Full‑Stack Engineer (m/f/d),,Axel Springer National Media & Tech GmbH & Co. KG,,"Berlin, Germany",,li-4259177976,linkedin,https://www.linkedin.com/jobs/view/4259177976,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Java Backend Engineer,,MODIFI,,"Berlin, Berlin, Germany",,li-4316477204,linkedin,https://www.linkedin.com/jobs/view/4316477204,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Senior Software Engineer (Fullstack) (f/m/d) - Metrify Smart Metering,,Enpal,,"Berlin, Berlin, Germany",,li-4316477122,linkedin,https://www.linkedin.com/jobs/view/4316477122,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Python Software Engineer (all) - Mid-level,,Sonia,,"Berlin, Berlin, Germany",,li-4314310478,linkedin,https://www.linkedin.com/jobs/view/4314310478,2025-10-19,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Backend Engineer – Python,,TechTree,,"Berlin, Berlin, Germany",,li-4296326120,linkedin,https://www.linkedin.com/jobs/view/4296326120,2025-10-19,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Part-Time Senior Full-Stack Engineer (Python/Django) (gn),,voiio,,"Berlin, Berlin, Germany",,li-4314336888,linkedin,https://www.linkedin.com/jobs/view/4314336888,2025-10-18,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Back End Developer,,Digital Waffle,,"Berlin, Germany",,li-4315583056,linkedin,https://www.linkedin.com/jobs/view/4315583056,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Fullstack Python Software Engineer,,Cavendish Professionals,,"Berlin, Germany",,li-4309541359,linkedin,https://www.linkedin.com/jobs/view/4309541359,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Python Entwickler (m/w/d),,GULP – experts united,,"Berlin, Berlin, Germany",,li-4316079194,linkedin,https://www.linkedin.com/jobs/view/4316079194,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Full Stack Engineer,,Hawksman Technology,,"Berlin, Germany",,li-4313328933,linkedin,https://www.linkedin.com/jobs/view/4313328933,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Full Stack Engineer - Flutter/Python (m/f/d),,BlazeSQL,,"Berlin, Berlin, Germany",,li-4312485065,linkedin,https://www.linkedin.com/jobs/view/4312485065,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Full Stack Engineer(m/f/x),,topi,,"Berlin, Germany",,li-4315809384,linkedin,https://www.linkedin.com/jobs/view/4315809384,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
"Briink - Backend Engineer, AI/ML & Climate Tech (Mid to Senior)",,Merantix Capital,,"Berlin, Berlin, Germany",,li-4315680601,linkedin,https://www.linkedin.com/jobs/view/4315680601,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
"Briink - Backend Engineer, AI/ML & Climate Tech (Mid to Senior)",,Briink,,"Berlin, Berlin, Germany",,li-4313020654,linkedin,https://www.linkedin.com/jobs/view/4313020654,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Junior Softwareentwickler KI & Automatisierung (m/w/d),,mgm technology partners,,"Berlin, Berlin, Germany",,li-4315081249,linkedin,https://www.linkedin.com/jobs/view/4315081249,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Full Stack Engineer - AI Software Start-up,,Glorya GmbH,,"Berlin, Berlin, Germany",,li-4312250437,linkedin,https://www.linkedin.com/jobs/view/4312250437,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Backend Developer (m/f/d),,Belden Inc.,,"Berlin, Germany",,li-4315148347,linkedin,https://www.linkedin.com/jobs/view/4315148347,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Senior Backend Engineer,,Bolt,,"Berlin, Berlin, Germany",,li-4279493104,linkedin,https://www.linkedin.com/jobs/view/4279493104,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Founding Full-Stack Engineer (Python) (m/f/d),,Pinnipedia Technologies,,"Berlin, Berlin, Germany",,li-4314288572,linkedin,https://www.linkedin.com/jobs/view/4314288572,2025-10-14,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Backend Engineer,,Kleinanzeigen,,"Berlin, Berlin, Germany",,li-4314804855,linkedin,https://www.linkedin.com/jobs/view/4314804855,2025-10-14,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
"Staff Engineer, Python - (Logistics, AI Autopilot)",,Delivery Hero,,"Berlin, Berlin, Germany",,li-4297844061,linkedin,https://www.linkedin.com/jobs/view/4297844061,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Senior Software Developer (Python),,reeeliance,,"Berlin, Germany",,li-4214737441,linkedin,https://www.linkedin.com/jobs/view/4214737441,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Backend Engineer - Everyday Banking,,N26,,"Berlin, Berlin, Germany",,li-4292805065,linkedin,https://www.linkedin.com/jobs/view/4292805065,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
(Senior) Backend Developer (Python + Django) -,,Instaffo,,"Berlin, Berlin, Germany",,li-4308015859,linkedin,https://www.linkedin.com/jobs/view/4308015859,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Full Stack Developer (f/m/d),,Enpal,,"Berlin, Berlin, Germany",,li-4314973140,linkedin,https://www.linkedin.com/jobs/view/4314973140,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Web Developer (m/w/d),,Elithair,,"Berlin, Berlin, Germany",,li-4317327352,linkedin,https://www.linkedin.com/jobs/view/4317327352,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Software Engineer (.NET Backend) (f/m/d),,Enpal,,"Berlin, Berlin, Germany",,li-4316625205,linkedin,https://www.linkedin.com/jobs/view/4316625205,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Fullstack Software Engineer,,TechTree,,"Berlin, Berlin, Germany",,li-4308093999,linkedin,https://www.linkedin.com/jobs/view/4308093999,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Development Manager / Business Analyst (m/w/d),http://de.indeed.com/job/development-manager-business-analyst-mwd-46e5e9ffe6821ca2,hedera gruppe GmbH,,"Berlin, BE, DE",fulltime,in-46e5e9ffe6821ca2,indeed,https://de.indeed.com/viewjob?jk=46e5e9ffe6821ca2,2025-10-21,True,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Strategy & Operations Analyst (m/f/d),https://stark.jobs.personio.com/job/2395291?language=en,Stark Systems,,"Berlin, BE, DE",fulltime,in-66e0348345c6fcfd,indeed,https://de.indeed.com/viewjob?jk=66e0348345c6fcfd,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Team Head & Business Analyst Mobile Banking EU,https://jobs.smartrecruiters.com/Avaloq1/744000088856564-team-head-business-analyst-mobile-banking-eu,Avaloq,,"Berlin, BE, DE",fulltime,in-3e52fac5ac1b114a,indeed,https://de.indeed.com/viewjob?jk=3e52fac5ac1b114a,2025-10-20,False,https://www.avaloq.com/en/home,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Frontend-Entwickler (m/w/d),https://join.com/companies/positivethinkingcompanytech/15059387-frontend-entwickler-m-w-d?pid=a13795120131dbe48464,Collaboration Betters the World,,"Berlin, BE, DE",,in-9ccd0b5235410871,indeed,https://de.indeed.com/viewjob?jk=9ccd0b5235410871,2025-10-20,True,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Business Analyst Production Support - Wealth & Front,https://jobs.smartrecruiters.com/Avaloq1/744000088838407-business-analyst-production-support-wealth-front,Avaloq,,"Berlin, BE, DE",fulltime,in-fc0b8129fff22fa9,indeed,https://de.indeed.com/viewjob?jk=fc0b8129fff22fa9,2025-10-20,False,https://www.avaloq.com/en/home,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
(Senior) Financial Analyst (m/w/d),https://jobs.smartrecruiters.com/enertrag/744000087915405--(senior)-financial-analyst-(m/w/d)-,ENERTRAG SE,,"Berlin, BE, DE",fulltime,in-63bd3dfda89dcf60,indeed,https://de.indeed.com/viewjob?jk=63bd3dfda89dcf60,2025-10-15,True,https://enertrag.com,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Internal Control Manager,https://grnh.se/iv91hd7f1us,GetYourGuide,Restaurants Travel And Leisure,"Berlin, BE, DE",fulltime,in-9be4f134696efae8,indeed,https://de.indeed.com/viewjob?jk=9be4f134696efae8,2025-10-14,True,http://www.getyourguide.com/,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
"Manager, Product Management",https://careers-hyland.icims.com/jobs/12853/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,Hyland,Internet And Software,"Berlin, BE, DE",fulltime,in-74b84cff7e4df657,indeed,https://de.indeed.com/viewjob?jk=74b84cff7e4df657,2025-09-11,True,https://www.hyland.com,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Duales Studium Gesundheitsmanagement (B.A.) am Campus oder virtuell,,IU International University of Applied Sciences,,"Berlin, Berlin, Germany",,li-4168366044,linkedin,https://www.linkedin.com/jobs/view/4168366044,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Analyst Strategy & Growth | CGO Office (w/m/d),,Enpal,,"Berlin, Berlin, Germany",,li-4247164413,linkedin,https://www.linkedin.com/jobs/view/4247164413,2025-10-19,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Duales Studium Betriebswirtschaftslehre (B.A) - Schwerpunkt Filiale (m/w/d),,SIXT,,"Berlin, Berlin, Germany",,li-4261742462,linkedin,https://www.linkedin.com/jobs/view/4261742462,2025-10-19,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
(Senior) Business Process Analyst,,Lloyds Bank Deutschland,,"Berlin, Berlin, Germany",,li-4313320891,linkedin,https://www.linkedin.com/jobs/view/4313320891,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
"Senior Strategy Analyst, MENA & Europe (In-House Consulting)",,Delivery Hero,,"Berlin, Berlin, Germany",,li-4315569536,linkedin,https://www.linkedin.com/jobs/view/4315569536,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
"Business Analyst, AWS Fraud Prevention, Compromise",,Amazon Web Services (AWS),,"Berlin, Germany",,li-4316028770,linkedin,https://www.linkedin.com/jobs/view/4316028770,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Strategy & Business Analyst (d/m/w),,Amadeus Fire,,"Berlin, Berlin, Germany",,li-4316376680,linkedin,https://www.linkedin.com/jobs/view/4316376680,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Business Analyst (w/m/d),,EY,,"Berlin, Berlin, Germany",,li-4315707612,linkedin,https://www.linkedin.com/jobs/view/4315707612,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Consultant / Business Analyst - Digital Commerce / eCommerce (m/w/x),,Deloitte,,"Berlin, Berlin, Germany",,li-4303755234,linkedin,https://www.linkedin.com/jobs/view/4303755234,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Business Analyst (m/w/d) EE Krankenhaus,,AOK Systems GmbH,,"Frankfurt an der Oder, Brandenburg, Germany",,li-4316308822,linkedin,https://www.linkedin.com/jobs/view/4316308822,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Frankfurt an der Oder, Brandenburg, Germany, Berlin, Germany",geocode:failed,low
Senior Business Analyst (Maternity Cover),,Springer Nature,,"Berlin, Berlin, Germany",,li-4316331453,linkedin,https://www.linkedin.com/jobs/view/4316331453,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Business Analyst Datenmigration (all genders),,adesso insurance solutions GmbH,,"Berlin, Berlin, Germany",,li-4294599115,linkedin,https://www.linkedin.com/jobs/view/4294599115,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
(Junior) Business Process Manager:in (w/m/d),,Enpal,,"Berlin, Berlin, Germany",,li-4315201617,linkedin,https://www.linkedin.com/jobs/view/4315201617,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
(Junior) Business Process Manager:in  (w/m/d),,Enpal,,"Berlin, Berlin, Germany",,li-4315842473,linkedin,https://www.linkedin.com/jobs/view/4315842473,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Business Process Manager:in (w/m/d),,Enpal,,"Berlin, Berlin, Germany",,li-4315206447,linkedin,https://www.linkedin.com/jobs/view/4315206447,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Senior Trading & Promotion Analyst (m/w/d),,Just Eat Takeaway.com,,"Berlin, Berlin, Germany",,li-4261126526,linkedin,https://www.linkedin.com/jobs/view/4261126526,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Senior IT-Consultant / Business Analyst Versicherungen (all genders),,adesso SE,,"Berlin, Berlin, Germany",,li-4283511801,linkedin,https://www.linkedin.com/jobs/view/4283511801,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
"Fraud Investigation Analyst, AWS Fraud Prevention, Compromise",,Amazon Web Services (AWS),,"Berlin, Germany",,li-4304988344,linkedin,https://www.linkedin.com/jobs/view/4304988344,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Duales Studium Immobilienwirtschaft (B.A.) am Campus oder virtuell,,IU International University of Applied Sciences,,"Berlin, Berlin, Germany",,li-3802371435,linkedin,https://www.linkedin.com/jobs/view/3802371435,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
"AWS Fraud Analyst II, AWS Fraud Prevention",,Amazon Web Services (AWS),,"Berlin, Germany",,li-4304177582,linkedin,https://www.linkedin.com/jobs/view/4304177582,2025-10-14,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Strategy & Operations Analyst (m/f/d),,STARK,,"Berlin, Berlin, Germany",,li-4317378289,linkedin,https://www.linkedin.com/jobs/view/4317378289,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Senior Business Analyst Operations for People & Organisation (all genders),,Zalando,,"Berlin, Berlin, Germany",,li-4308026399,linkedin,https://www.linkedin.com/jobs/view/4308026399,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Growth Strategy Analyst (Madrid based),,Fever,,"Berlin, Berlin, Germany",,li-4285533415,linkedin,https://www.linkedin.com/jobs/view/4285533415,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Growth Strategy Senior Analyst (Madrid based),,Fever,,"Berlin, Berlin, Germany",,li-4285528619,linkedin,https://www.linkedin.com/jobs/view/4285528619,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
(Senior) Consultant Beratung Public Sector - Digitale Transformation (w/m/d),,EY,,"Berlin, Berlin, Germany",,li-4272747926,linkedin,https://www.linkedin.com/jobs/view/4272747926,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Project Manager – Asset Management Operations (w/m/d),,Enpal,,"Berlin, Berlin, Germany",,li-4306623757,linkedin,https://www.linkedin.com/jobs/view/4306623757,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
"Manager Marketing Tech & Analytics (m/f/d), Part-Time 20h",,Sanoptis,,"Berlin, Berlin, Germany",,li-4259083680,linkedin,https://www.linkedin.com/jobs/view/4259083680,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Senior Backend Engineer (TypeScript) [Prisma Postgres],https://ats.rippling.com/prisma-careers/jobs/d03e082e-5bb1-4295-8e81-64acf7b4408b?jobSite=Indeed,Prisma Data,,"Berlin, BE, DE",fulltime,in-0e0f6e8b2955bd8b,indeed,https://de.indeed.com/viewjob?jk=0e0f6e8b2955bd8b,2025-10-21,True,http://www.prisma.io,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Web Developer (m/w/d),https://karriere.medicalhaircompany.com/stellenangebote/Web-Developer-Berlin-Elithair--885339395?ref=9910111000&utm_medium=organic&utm_source=indeed,Medical Hair Company GmbH,Media News And Publishing,"Berlin, BE, DE",,in-0aca44e7c4c80af4,indeed,https://de.indeed.com/viewjob?jk=0aca44e7c4c80af4,2025-10-20,False,https://medicalhaircompany.com/,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Java Developer (m/w/d),https://join.com/companies/positivethinkingcompanytech/15061602-java-developer-m-w-d?pid=a13795120131dbe48464,Collaboration Betters the World,,"Berlin, BE, DE",,in-c45caff4dcb43487,indeed,https://de.indeed.com/viewjob?jk=c45caff4dcb43487,2025-10-20,True,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
(Senior) Full-Stack Engineer,https://www.sumup.com/careers/positions//berlin-germany/engineering/senior-fullstack-engineer/8150297002/?vcc_viewport=desktop&vcc_geo_country=US&vcc_ab_experiments=_website__careers_pages%3Aon%2628006100487%3A27963130817%26default-rollout-173770-18396730089%3Aon%26first-test%3Avariation_2%26everyone%3Aon%26default-rollout-301027-18396730089%3Aon%26default-rollout-345066-18396730089%3Aon%26header_test__only_text__deploytd1_deploytd1%3Atexto_original%26_cl___website__compra_o_arrienda_cta_header%3Awithout_cta&vcc_feature_toggles=_website__navigation_revamp%257C_website__wb_replacement_page_endpoint_careers%257C_website__computed_price%257CU27HjKLUQTyTE3n5Qd8MkW%257C_website__wb_replacement_page_endpoint_manuals%257C_website__prc_coupons%257Ccl_ley_de_transferencias_tracking%257C_cl__homepage_new_ver_test%257C_cl___website__compra_o_arrienda_cta_header&slug=positions,SumUp,,"Berlin, BE, DE",,in-1493599a69403c21,indeed,https://de.indeed.com/viewjob?jk=1493599a69403c21,2025-10-20,False,https://www.sumup.com/careers/,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Senior Backend Engineer (Golang) - Support Engineering Group,https://careers.wolt.com/en/jobs/7337415,wolt,Transport And Freight,"Berlin, BE, DE",fulltime,in-69d13cf96ad78e21,indeed,https://de.indeed.com/viewjob?jk=69d13cf96ad78e21,2025-10-16,False,https://www.wolt.com,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Team Lead Magento (all genders),https://sunday.jobs.personio.de/job/2392023?language=en,Sunday Natural,,"Berlin, BE, DE",fulltime,in-14865c7d36e90a8a,indeed,https://de.indeed.com/viewjob?jk=14865c7d36e90a8a,2025-10-16,False,https://www.sunday.de/,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Senior Backend Engineer (Node.js),https://careers.wolt.com/en/jobs/7334825,wolt,Transport And Freight,"Berlin, BE, DE",fulltime,in-7b7c7ef60d72a237,indeed,https://de.indeed.com/viewjob?jk=7b7c7ef60d72a237,2025-10-15,False,https://www.wolt.com,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
