course_name,url,provider,german_level,duration,price,location,start_info,schedule,phone,requirements,completion,registration,appointment_url,booking_url,lat,lon,lat_prev,lon_prev,location_refined,geo_source,geocode_confidence
Super Intensive 30 - A1,https://www.gls-german-courses.de,GLS Language School Berlin,A1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - A2,https://www.gls-german-courses.de,GLS Language School Berlin,A2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B1,https://www.gls-german-courses.de,GLS Language School Berlin,B1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - B2,https://www.gls-german-courses.de,GLS Language School Berlin,B2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C1,https://www.gls-german-courses.de,GLS Language School Berlin,C1,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Super Intensive 30 - C2,https://www.gls-german-courses.de,GLS Language School Berlin,C2,Flexible,€350/week,Berlin Campus,Check website or contact school,30 lessons/week,+49 30 780089-12,,,,,,52.5185794000,13.3935975000,52.5200000000,13.4050000000,"Berlin Campus, Berlin, Germany",geocode:nominatim,medium
Intensive - A1,http://www.deutschakademie.de,DeutschAkademie Berlin,A1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A1,http://www.deutschakademie.de,DeutschAkademie Berlin,A1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A1,http://www.deutschakademie.de,DeutschAkademie Berlin,A1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A1,http://www.deutschakademie.de,DeutschAkademie Berlin,A1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A1,http://www.deutschakademie.de,DeutschAkademie Berlin,A1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A1,http://www.deutschakademie.de,DeutschAkademie Berlin,A1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A2,http://www.deutschakademie.de,DeutschAkademie Berlin,A2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A2,http://www.deutschakademie.de,DeutschAkademie Berlin,A2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A2,http://www.deutschakademie.de,DeutschAkademie Berlin,A2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A2,http://www.deutschakademie.de,DeutschAkademie Berlin,A2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A2,http://www.deutschakademie.de,DeutschAkademie Berlin,A2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - A2,http://www.deutschakademie.de,DeutschAkademie Berlin,A2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B1,http://www.deutschakademie.de,DeutschAkademie Berlin,B1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B1,http://www.deutschakademie.de,DeutschAkademie Berlin,B1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B1,http://www.deutschakademie.de,DeutschAkademie Berlin,B1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B1,http://www.deutschakademie.de,DeutschAkademie Berlin,B1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B1,http://www.deutschakademie.de,DeutschAkademie Berlin,B1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B1,http://www.deutschakademie.de,DeutschAkademie Berlin,B1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B2,http://www.deutschakademie.de,DeutschAkademie Berlin,B2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B2,http://www.deutschakademie.de,DeutschAkademie Berlin,B2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B2,http://www.deutschakademie.de,DeutschAkademie Berlin,B2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B2,http://www.deutschakademie.de,DeutschAkademie Berlin,B2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B2,http://www.deutschakademie.de,DeutschAkademie Berlin,B2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - B2,http://www.deutschakademie.de,DeutschAkademie Berlin,B2,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - C1,http://www.deutschakademie.de,DeutschAkademie Berlin,C1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - C1,http://www.deutschakademie.de,DeutschAkademie Berlin,C1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - C1,http://www.deutschakademie.de,DeutschAkademie Berlin,C1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - C1,http://www.deutschakademie.de,DeutschAkademie Berlin,C1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
Intensive - C1,http://www.deutschakademie.de,DeutschAkademie Berlin,C1,4 weeks,€235-280,"Bayreuther Str. 8, 10787 Berlin",Check website or contact school,3 hours/day,030 26947920,,,,,,52.5025612000,13.3440024000,52.5200000000,13.4050000000,"Bayreuther Str. 8, 10787 Berlin, Berlin, Germany",geocode:nominatim,medium
