"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","is_remote","company_industry","company_url_direct"
"in-46e5e9ffe6821ca2","indeed","https://de.indeed.com/viewjob?jk=46e5e9ffe6821ca2","http://de.indeed.com/job/development-manager-business-analyst-mwd-46e5e9ffe6821ca2","Development Manager / Business Analyst (m/w/d)","hedera gruppe GmbH","Berlin, BE, DE","2025-10-21","fulltime",True,"",""
"in-66e0348345c6fcfd","indeed","https://de.indeed.com/viewjob?jk=66e0348345c6fcfd","https://stark.jobs.personio.com/job/2395291?language=en","Strategy & Operations Analyst (m/f/d)","Stark Systems","Berlin, BE, DE","2025-10-20","fulltime",False,"",""
"in-3e52fac5ac1b114a","indeed","https://de.indeed.com/viewjob?jk=3e52fac5ac1b114a","https://jobs.smartrecruiters.com/Avaloq1/744000088856564-team-head-business-analyst-mobile-banking-eu","Team Head & Business Analyst Mobile Banking EU","Avaloq","Berlin, BE, DE","2025-10-20","fulltime",False,"","https://www.avaloq.com/en/home"
"in-9ccd0b5235410871","indeed","https://de.indeed.com/viewjob?jk=9ccd0b5235410871","https://join.com/companies/positivethinkingcompanytech/15059387-frontend-entwickler-m-w-d?pid=a13795120131dbe48464","Frontend-Entwickler (m/w/d)","Collaboration Betters the World","Berlin, BE, DE","2025-10-20","",True,"",""
"in-fc0b8129fff22fa9","indeed","https://de.indeed.com/viewjob?jk=fc0b8129fff22fa9","https://jobs.smartrecruiters.com/Avaloq1/744000088838407-business-analyst-production-support-wealth-front","Business Analyst Production Support - Wealth & Front","Avaloq","Berlin, BE, DE","2025-10-20","fulltime",False,"","https://www.avaloq.com/en/home"
"in-63bd3dfda89dcf60","indeed","https://de.indeed.com/viewjob?jk=63bd3dfda89dcf60","https://jobs.smartrecruiters.com/enertrag/744000087915405--(senior)-financial-analyst-(m/w/d)-","(Senior) Financial Analyst (m/w/d)","ENERTRAG SE","Berlin, BE, DE","2025-10-15","fulltime",True,"","https://enertrag.com"
"in-9be4f134696efae8","indeed","https://de.indeed.com/viewjob?jk=9be4f134696efae8","https://grnh.se/iv91hd7f1us","Internal Control Manager","GetYourGuide","Berlin, BE, DE","2025-10-14","fulltime",True,"Restaurants Travel And Leisure","http://www.getyourguide.com/"
"in-74b84cff7e4df657","indeed","https://de.indeed.com/viewjob?jk=74b84cff7e4df657","https://careers-hyland.icims.com/jobs/12853/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Manager, Product Management","Hyland","Berlin, BE, DE","2025-09-11","fulltime",True,"Internet And Software","https://www.hyland.com"
"li-4168366044","linkedin","https://www.linkedin.com/jobs/view/4168366044","","Duales Studium Gesundheitsmanagement (B.A.) am Campus oder virtuell","IU International University of Applied Sciences","Berlin, Berlin, Germany","2025-10-20","",False,"",""
"li-4247164413","linkedin","https://www.linkedin.com/jobs/view/4247164413","","Analyst Strategy & Growth | CGO Office (w/m/d)","Enpal","Berlin, Berlin, Germany","2025-10-19","",False,"",""
"li-4261742462","linkedin","https://www.linkedin.com/jobs/view/4261742462","","Duales Studium Betriebswirtschaftslehre (B.A) - Schwerpunkt Filiale (m/w/d)","SIXT","Berlin, Berlin, Germany","2025-10-19","",False,"",""
"li-4313320891","linkedin","https://www.linkedin.com/jobs/view/4313320891","","(Senior) Business Process Analyst","Lloyds Bank Deutschland","Berlin, Berlin, Germany","2025-10-17","",False,"",""
"li-4315569536","linkedin","https://www.linkedin.com/jobs/view/4315569536","","Senior Strategy Analyst, MENA & Europe (In-House Consulting)","Delivery Hero","Berlin, Berlin, Germany","2025-10-17","",False,"",""
"li-4316028770","linkedin","https://www.linkedin.com/jobs/view/4316028770","","Business Analyst, AWS Fraud Prevention, Compromise","Amazon Web Services (AWS)","Berlin, Germany","2025-10-17","",False,"",""
"li-4316376680","linkedin","https://www.linkedin.com/jobs/view/4316376680","","Strategy & Business Analyst (d/m/w)","Amadeus Fire","Berlin, Berlin, Germany","2025-10-17","",False,"",""
"li-4315707612","linkedin","https://www.linkedin.com/jobs/view/4315707612","","Business Analyst (w/m/d)","EY","Berlin, Berlin, Germany","2025-10-17","",False,"",""
"li-4303755234","linkedin","https://www.linkedin.com/jobs/view/4303755234","","Consultant / Business Analyst - Digital Commerce / eCommerce (m/w/x)","Deloitte","Berlin, Berlin, Germany","2025-10-17","",False,"",""
"li-4316308822","linkedin","https://www.linkedin.com/jobs/view/4316308822","","Business Analyst (m/w/d) EE Krankenhaus","AOK Systems GmbH","Frankfurt an der Oder, Brandenburg, Germany","2025-10-17","",False,"",""
"li-4316331453","linkedin","https://www.linkedin.com/jobs/view/4316331453","","Senior Business Analyst (Maternity Cover)","Springer Nature","Berlin, Berlin, Germany","2025-10-17","",False,"",""
"li-4294599115","linkedin","https://www.linkedin.com/jobs/view/4294599115","","Business Analyst Datenmigration (all genders)","adesso insurance solutions GmbH","Berlin, Berlin, Germany","2025-10-17","",False,"",""
"li-4315201617","linkedin","https://www.linkedin.com/jobs/view/4315201617","","(Junior) Business Process Manager:in (w/m/d)","Enpal","Berlin, Berlin, Germany","2025-10-16","",False,"",""
"li-4315842473","linkedin","https://www.linkedin.com/jobs/view/4315842473","","(Junior) Business Process Manager:in  (w/m/d)","Enpal","Berlin, Berlin, Germany","2025-10-16","",False,"",""
"li-4315206447","linkedin","https://www.linkedin.com/jobs/view/4315206447","","Business Process Manager:in (w/m/d)","Enpal","Berlin, Berlin, Germany","2025-10-16","",False,"",""
"li-4261126526","linkedin","https://www.linkedin.com/jobs/view/4261126526","","Senior Trading & Promotion Analyst (m/w/d)","Just Eat Takeaway.com","Berlin, Berlin, Germany","2025-10-16","",False,"",""
"li-4283511801","linkedin","https://www.linkedin.com/jobs/view/4283511801","","Senior IT-Consultant / Business Analyst Versicherungen (all genders)","adesso SE","Berlin, Berlin, Germany","2025-10-16","",False,"",""
"li-4304988344","linkedin","https://www.linkedin.com/jobs/view/4304988344","","Fraud Investigation Analyst, AWS Fraud Prevention, Compromise","Amazon Web Services (AWS)","Berlin, Germany","2025-10-15","",False,"",""
"li-3802371435","linkedin","https://www.linkedin.com/jobs/view/3802371435","","Duales Studium Immobilienwirtschaft (B.A.) am Campus oder virtuell","IU International University of Applied Sciences","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4304177582","linkedin","https://www.linkedin.com/jobs/view/4304177582","","AWS Fraud Analyst II, AWS Fraud Prevention","Amazon Web Services (AWS)","Berlin, Germany","2025-10-14","",False,"",""
"li-4317378289","linkedin","https://www.linkedin.com/jobs/view/4317378289","","Strategy & Operations Analyst (m/f/d)","STARK","Berlin, Berlin, Germany","","",False,"",""
"li-4308026399","linkedin","https://www.linkedin.com/jobs/view/4308026399","","Senior Business Analyst Operations for People & Organisation (all genders)","Zalando","Berlin, Berlin, Germany","","",False,"",""
"li-4285533415","linkedin","https://www.linkedin.com/jobs/view/4285533415","","Growth Strategy Analyst (Madrid based)","Fever","Berlin, Berlin, Germany","","",False,"",""
"li-4285528619","linkedin","https://www.linkedin.com/jobs/view/4285528619","","Growth Strategy Senior Analyst (Madrid based)","Fever","Berlin, Berlin, Germany","","",False,"",""
"li-4272747926","linkedin","https://www.linkedin.com/jobs/view/4272747926","","(Senior) Consultant Beratung Public Sector - Digitale Transformation (w/m/d)","EY","Berlin, Berlin, Germany","","",False,"",""
"li-4306623757","linkedin","https://www.linkedin.com/jobs/view/4306623757","","Project Manager – Asset Management Operations (w/m/d)","Enpal","Berlin, Berlin, Germany","","",False,"",""
"li-4259083680","linkedin","https://www.linkedin.com/jobs/view/4259083680","","Manager Marketing Tech & Analytics (m/f/d), Part-Time 20h","Sanoptis","Berlin, Berlin, Germany","","",False,"",""
"in-0e0f6e8b2955bd8b","indeed","https://de.indeed.com/viewjob?jk=0e0f6e8b2955bd8b","https://ats.rippling.com/prisma-careers/jobs/d03e082e-5bb1-4295-8e81-64acf7b4408b?jobSite=Indeed","Senior Backend Engineer (TypeScript) [Prisma Postgres]","Prisma Data","Berlin, BE, DE","2025-10-21","fulltime",True,"","http://www.prisma.io"
"in-0aca44e7c4c80af4","indeed","https://de.indeed.com/viewjob?jk=0aca44e7c4c80af4","https://karriere.medicalhaircompany.com/stellenangebote/Web-Developer-Berlin-Elithair--885339395?ref=9910111000&utm_medium=organic&utm_source=indeed","Web Developer (m/w/d)","Medical Hair Company GmbH","Berlin, BE, DE","2025-10-20","",False,"Media News And Publishing","https://medicalhaircompany.com/"
"in-c45caff4dcb43487","indeed","https://de.indeed.com/viewjob?jk=c45caff4dcb43487","https://join.com/companies/positivethinkingcompanytech/15061602-java-developer-m-w-d?pid=a13795120131dbe48464","Java Developer (m/w/d)","Collaboration Betters the World","Berlin, BE, DE","2025-10-20","",True,"",""
"in-1493599a69403c21","indeed","https://de.indeed.com/viewjob?jk=1493599a69403c21","https://www.sumup.com/careers/positions//berlin-germany/engineering/senior-fullstack-engineer/8150297002/?vcc_viewport=desktop&vcc_geo_country=US&vcc_ab_experiments=_website__careers_pages%3Aon%2628006100487%3A27963130817%26default-rollout-173770-18396730089%3Aon%26first-test%3Avariation_2%26everyone%3Aon%26default-rollout-301027-18396730089%3Aon%26default-rollout-345066-18396730089%3Aon%26header_test__only_text__deploytd1_deploytd1%3Atexto_original%26_cl___website__compra_o_arrienda_cta_header%3Awithout_cta&vcc_feature_toggles=_website__navigation_revamp%257C_website__wb_replacement_page_endpoint_careers%257C_website__computed_price%257CU27HjKLUQTyTE3n5Qd8MkW%257C_website__wb_replacement_page_endpoint_manuals%257C_website__prc_coupons%257Ccl_ley_de_transferencias_tracking%257C_cl__homepage_new_ver_test%257C_cl___website__compra_o_arrienda_cta_header&slug=positions","(Senior) Full-Stack Engineer","SumUp","Berlin, BE, DE","2025-10-20","",False,"","https://www.sumup.com/careers/"
"in-69d13cf96ad78e21","indeed","https://de.indeed.com/viewjob?jk=69d13cf96ad78e21","https://careers.wolt.com/en/jobs/7337415","Senior Backend Engineer (Golang) - Support Engineering Group","wolt","Berlin, BE, DE","2025-10-16","fulltime",False,"Transport And Freight","https://www.wolt.com"
"in-14865c7d36e90a8a","indeed","https://de.indeed.com/viewjob?jk=14865c7d36e90a8a","https://sunday.jobs.personio.de/job/2392023?language=en","Team Lead Magento (all genders)","Sunday Natural","Berlin, BE, DE","2025-10-16","fulltime",False,"","https://www.sunday.de/"
"in-7b7c7ef60d72a237","indeed","https://de.indeed.com/viewjob?jk=7b7c7ef60d72a237","https://careers.wolt.com/en/jobs/7334825","Senior Backend Engineer (Node.js)","wolt","Berlin, BE, DE","2025-10-15","fulltime",False,"Transport And Freight","https://www.wolt.com"
"in-127427dd543f82de","indeed","https://de.indeed.com/viewjob?jk=127427dd543f82de","http://de.indeed.com/job/backend-developer-mwd-java-127427dd543f82de","Backend Developer (m/w/d) - Java","Biting Bit GmbH","Berlin, BE, DE","2025-10-15","fulltime",True,"",""
"in-9efaf3c62ca60ccb","indeed","https://de.indeed.com/viewjob?jk=9efaf3c62ca60ccb","https://jobs.ashbyhq.com/Ashby/f60b5343-cf2f-4dbf-9819-d20e0c11be01?utm_source=PWaaBbrbpJ","Senior Software Engineer - Product Engineering, Copenhagen","ASHBY","Berlin, BE, DE","2025-10-14","fulltime",True,"",""
"in-9e117163e1c7c355","indeed","https://de.indeed.com/viewjob?jk=9e117163e1c7c355","https://jobs.ashbyhq.com/Ashby/4cdb3761-8235-496f-8b6d-6ce56ac8fd77?utm_source=PWaaBbrbpJ","Senior Software Engineer - Product Engineering, Stuttgart (m/f/d)","ASHBY","Berlin, BE, DE","2025-10-14","fulltime",True,"",""
"li-4305731615","linkedin","https://www.linkedin.com/jobs/view/4305731615","","Senior Data Integration Specialist for Process Analysis & Suite Accelerators (f/m/d) - SAP Signavio","SAP","Berlin, Berlin, Germany","2025-10-18","",False,"",""
"li-4315050227","linkedin","https://www.linkedin.com/jobs/view/4315050227","","Senior Data Scientist  (all genders) in Berlin","Dott","Berlin, Germany","2025-10-15","",False,"",""
"li-4312408275","linkedin","https://www.linkedin.com/jobs/view/4312408275","",".NET Software Engineer","Noir","Berlin, Germany","2025-10-15","",False,"",""
"li-4304673505","linkedin","https://www.linkedin.com/jobs/view/4304673505","","Software Engineer API (f/m/d) - Node.js, SQL","smartclip","Berlin, Germany","","",False,"",""
"li-4317094693","linkedin","https://www.linkedin.com/jobs/view/4317094693","","Connect & Explore: Vehicle Engineering in Berlin (afternoon session)","Tesla","Grünheide, Brandenburg, Germany","2025-10-20","",False,"",""
"li-4317300003","linkedin","https://www.linkedin.com/jobs/view/4317300003","","Connect & Explore: Vehicle Engineering in Berlin (morning session)","Tesla","Grünheide, Brandenburg, Germany","2025-10-20","",False,"",""
"li-4260184575","linkedin","https://www.linkedin.com/jobs/view/4260184575","","Ingenieur-in als Expert-in für die UW-Primärtechnik","Elia Grid International (EGI)","Berlin, Berlin, Germany","2025-10-20","",False,"",""
"li-4317076426","linkedin","https://www.linkedin.com/jobs/view/4317076426","","Bauleiter (m/w/d) Konstruktiver Ingenieur- und Brückenbau","Johann Bunte Bauunternehmung GmbH & Co. KG","Berlin, Berlin, Germany","2025-10-20","",False,"",""
"li-4314355775","linkedin","https://www.linkedin.com/jobs/view/4314355775","","UAV Comms & Protocols Engineer (m/f/d)","Promethion Industries","Berlin, Berlin, Germany","2025-10-20","",False,"",""
"li-4305339825","linkedin","https://www.linkedin.com/jobs/view/4305339825","","Ingenieur*in für Schulung/ Netz- und Versorgungswiederaufbau","Stromnetz Berlin GmbH","Berlin, Berlin, Germany","2025-10-20","",False,"",""
"li-4314357639","linkedin","https://www.linkedin.com/jobs/view/4314357639","","Senior Ingenieur Fassadenplanung (m/w/d)","Buro Happold","Berlin, Germany","2025-10-20","",False,"",""
"li-4316833147","linkedin","https://www.linkedin.com/jobs/view/4316833147","","Ingenieur:in für Bauphysik (w/m/d)","Ingérop Deutschland GmbH","Berlin, Berlin, Germany","2025-10-18","",False,"",""
"li-4291795842","linkedin","https://www.linkedin.com/jobs/view/4291795842","","Ingenieur*in für Infrastrukturplanung von Netzprojekten in der Kabelplanung","Stromnetz Berlin GmbH","Berlin, Berlin, Germany","2025-10-18","",False,"",""
"li-4205829138","linkedin","https://www.linkedin.com/jobs/view/4205829138","","Ingenieur:in als Spezialist:in Digitale Stellwerke","Deutsche Bahn","Berlin, Berlin, Germany","2025-10-18","",False,"",""
"li-4304233238","linkedin","https://www.linkedin.com/jobs/view/4304233238","","Fachprojektleiterin Freileitungstechnik / Ingenieurin Freileitungen (m/w/d)","50Hertz Transmission GmbH","Berlin, Berlin, Germany","2025-10-18","",False,"",""
"li-4304201798","linkedin","https://www.linkedin.com/jobs/view/4304201798","","Ingenieur*in für Infrastrukturplanung und Koordination von Netzprojekten und Steuerung des Maßnahmenportfolios","Stromnetz Berlin GmbH","Berlin, Berlin, Germany","2025-10-17","",False,"",""
"li-4313062016","linkedin","https://www.linkedin.com/jobs/view/4313062016","","Ingenieur (m/w/d) - Herstellung, Verarbeitung Glas / High-Tech Start-up","The Yellow SiC Group","Berlin, Berlin, Germany","2025-10-16","",False,"",""
"li-4273552636","linkedin","https://www.linkedin.com/jobs/view/4273552636","","Engineering roles abroad – Eaton is hiring multilingual talent","Eaton","","2025-10-16","",False,"",""
"li-4315878229","linkedin","https://www.linkedin.com/jobs/view/4315878229","","Ingenieur als Betriebsmanager (m/w/d)- Bundesanstalt für Immobilienaufgaben","Bundesanstalt für Immobilienaufgaben","Berlin, Berlin, Germany","2025-10-16","",False,"",""
"li-4315164083","linkedin","https://www.linkedin.com/jobs/view/4315164083","","Ingenieur (m/w/d) für Straßenplanung und Erschließung","Kolakovic & Partner Personalberatung","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4315151881","linkedin","https://www.linkedin.com/jobs/view/4315151881","","HLS-Ingenieur (m/w/d)","Kolakovic & Partner Personalberatung","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4312402768","linkedin","https://www.linkedin.com/jobs/view/4312402768","","Ingenieur im Bereich Trassierung (m/w/d)","KODIAK GmbH","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4315150927","linkedin","https://www.linkedin.com/jobs/view/4315150927","","Bauleiter Ingenieur- und Anlagenbau (m/w/d)","Kolakovic & Partner Personalberatung","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4122420943","linkedin","https://www.linkedin.com/jobs/view/4122420943","","Ingenieur (all genders) der Primärtechnik für Hochspannungsschaltanlagen","GE Vernova","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4315308713","linkedin","https://www.linkedin.com/jobs/view/4315308713","","Ingenieur:in Versorgungstechnik/ TGA (w/m/d)","Berliner Wasserbetriebe","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4312243865","linkedin","https://www.linkedin.com/jobs/view/4312243865","","Ingenieurin / Ingenieur (m/w/d) (FH-Diplom / Bachelor) der Studienrichtungen Bau-/Wirtschafts-/Verkehrsingenieurwesen für den Bereich Finanzierung Schieneninfrastruktur","Eisenbahn-Bundesamt EBA","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4312407813","linkedin","https://www.linkedin.com/jobs/view/4312407813","","Ingenieur / Meister / Fachplaner (m/w/d) Bereich Heizung, Lüftung, Sanitär","BIM Berliner Immobilienmanagement GmbH","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4120000035","linkedin","https://www.linkedin.com/jobs/view/4120000035","","Werkstudent im Bereich Engineering (m/w/d)","GE Vernova","Berlin, Berlin, Germany","2025-10-15","",False,"",""
"li-4077745388","linkedin","https://www.linkedin.com/jobs/view/4077745388","","Ingenieur (w/d) im Algenstartup","Solaga","","2025-10-14","",False,"",""
"li-4311990003","linkedin","https://www.linkedin.com/jobs/view/4311990003","","Founding Engineer","Zentio","Berlin, Berlin, Germany","2025-10-14","",False,"",""
"li-4314964663","linkedin","https://www.linkedin.com/jobs/view/4314964663","","Techniker:in oder Ingenieur:in für Netzinfrastruktur","Amoria Bond","Berlin, Germany","","",False,"",""
"li-4237446820","linkedin","https://www.linkedin.com/jobs/view/4237446820","","Render Engineer (Unannounced project)","Wargaming","Berlin, Germany","","",False,"",""
"li-4314969389","linkedin","https://www.linkedin.com/jobs/view/4314969389","","Techniker / Ingenieur (w/m/d) Beratung Gebäudetechnik (HLSK / ELT)","Drees & Sommer","Berlin, Berlin, Germany","","",False,"",""
